,gene function,organism,oualidia_1_counts,phylum,class,order,family
181,28S ribosomal RNA,Polychytrium aggregatum,6,Chytridiomycota,Chytridiomycetes,Polychytriales,
182,2Fe-2S ferredoxin,Gramella forsetii KT0803,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
183,2Fe-2S iron-sulfur cluster binding domain-containing protein,Nocardioides sp. JS614,1,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
184,2OG-Fe(II) oxygenase,Prochlorococcus phage P-SSM2,3,,,Caudovirales,Myoviridae
185,2OG-Fe(II) oxygenase family oxidoreductase,Colwellia psychrerythraea 34H,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae
186,2OG-Fe(II) oxygenase superfamily protein,Azotobacter vinelandii DJ,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
187,2OG-Fe(II) oxygenase superfamily protein,gamma proteobacterium NOR51-B,2,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
188,3''(2'',Candidatus Puniceispirillum marinum IMCC1322,2,Proteobacteria,Alphaproteobacteria,,
189,3''(2'',Gallionella capsiferriformans ES-2,2,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
190,3''(2'',Shewanella pealeana ATCC 700345,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
191,3''-5'' exonuclease family protein,alpha proteobacterium HIMB114,4,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
192,3(2,Candidatus Pelagibacter sp. HTCC7211,7,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
193,3(2,Marinobacter algicola DG893,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
194,3-beta hydroxysteroid dehydrogenase/isomerase,Anabaena variabilis ATCC 29413,1,Cyanobacteria,,Nostocales,Nostocaceae
195,3-beta hydroxysteroid dehydrogenase/isomerase,Geobacter uraniireducens Rf4,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
196,3-dehydroquinate dehydratas,Pedobacter heparinus DSM 2366,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
197,3-dehydroquinate dehydratase,Candidatus Pelagibacter ubique HTCC1062,6,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
198,3-dehydroquinate dehydratase,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,2,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
199,3-dehydroquinate dehydratase,Gardnerella vaginalis ATCC 14019,2,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae
200,3-dehydroquinate dehydratase,Paludibacter propionicigenes WB4,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
201,3-dehydroquinate dehydratase,Polaribacter sp. MED152,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
202,3-dehydroquinate synthase,Colwellia psychrerythraea 34H,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae
203,3-dehydroquinate synthase,Coxiella burnetii RSA 493,3,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae
204,3-dehydroquinate synthase,Nostoc sp. PCC 7120,2,Cyanobacteria,,Nostocales,Nostocaceae
205,3-dehydroquinate synthase,Pseudomonas putida F1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
206,3-dehydroquinate synthase,Shewanella sp. ANA-3,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
207,3-dehydroquinate synthase,Streptococcus pyogenes MGAS315,1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
208,3-dehydroquinate synthase,Streptomyces roseosporus NRRL 15998,2,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
209,3-dehydroquinate synthase,Trichodesmium erythraeum IMS101,1,Cyanobacteria,,Oscillatoriales,Microcoleaceae
210,3-dehydroquinate synthase,Zymomonas mobilis subsp. mobilis ZM4,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
211,3-dehydroquinate synthetase,Erythrobacter sp. NAP1,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
212,3-demethylubiquinone-9 3-methyltransferase,Bartonella henselae str. Houston-1,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
213,3-demethylubiquinone-9 3-methyltransferase,Rhodobacterales bacterium HTCC2255,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
214,3-demethylubiquinone-9 3-methyltransferase,Xanthomonas campestris pv. campestris str. ATCC 33913,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
215,3-deoxy-7-phosphoheptulonate synthase,Geobacter metallireducens GS-15,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
216,3-deoxy-7-phosphoheptulonate synthase,Rhodospirillum centenum SW,3,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
217,3-deoxy-7-phosphoheptulonate synthase,Vibrio sp. MED222,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
218,3-deoxy-8-phosphooctulonate synthase,Acinetobacter calcoaceticus RUH2202,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
219,3-deoxy-8-phosphooctulonate synthase,Lactobacillus brevis subsp. gravesensis ATCC 27305,1,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
220,3-deoxy-D-manno-octulosonate 8-phosphate phosphatas,Flavobacteria bacterium MS024-3C,4,Bacteroidetes,Flavobacteriia,,
221,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,Alteromonas macleodii ATCC 27126,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
222,3-deoxy-D-manno-octulosonate cytidylyltransferase,Candidatus Pelagibacter sp. HTCC7211,9,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
223,3-deoxy-D-manno-octulosonate cytidylyltransferase,Halorhodospira halophila SL1,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
224,3-deoxy-D-manno-octulosonate cytidylyltransferase,Thermosinus carboxydivorans Nor1,1,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae
225,3-deoxy-D-manno-octulosonic-acid transferase,gamma proteobacterium HTCC2207,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
226,3-deoxy-manno-octulosonate cytidylyltransferase,Rhodopseudomonas palustris BisB5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
227,3-deoxy-manno-octulosonate cytidylyltransferase,Shewanella pealeana ATCC 700345,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
228,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae
229,3-hydroxy-acyl-CoA dehydrogenase,Ralstonia solanacearum GMI1000,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
230,3-hydroxyacyl-CoA dehydrogenas,Marinobacter algicola DG893,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
231,3-hydroxyacyl-CoA dehydrogenas,Nitrobacter hamburgensis X14,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
232,3-hydroxyacyl-CoA dehydrogenas,Rhodopseudomonas palustris BisB5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
233,3-hydroxyacyl-CoA dehydrogenase,Acidovorax sp. JS42,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
234,3-hydroxyacyl-CoA dehydrogenase,Burkholderia sp. 383,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
235,3-hydroxyacyl-CoA dehydrogenase,Methylibium petroleiphilum PM1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,
236,3-hydroxyacyl-CoA dehydrogenase,gamma proteobacterium HdN1,1,Proteobacteria,Gammaproteobacteria,,
237,3-hydroxyacyl-CoA dehydrogenase FadB2x,Pseudomonas entomophila L48,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
238,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase/carnithine racemase fusion,Maribacter sp. HTCC2170,9,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
239,3-hydroxyacyl-CoA dehydrogenase nad-binding protein,Micromonospora sp. L5,1,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae
240,3-hydroxyacyl-CoA dehydrogenase type II,gamma proteobacterium HdN1,3,Proteobacteria,Gammaproteobacteria,,
241,3-hydroxyanthranilate,Flavobacteria bacterium BBFL7,1,Bacteroidetes,Flavobacteriia,,
242,3-hydroxybutyrate dehydrogenase,Pseudomonas stutzeri A1501,6,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
243,3-hydroxybutyrate dehydrogenase type 2,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
244,3-hydroxybutyryl-CoA dehydratase,Clostridium botulinum A str. ATCC 19397,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
245,3-hydroxybutyryl-CoA dehydrogenase,Bradyrhizobium japonicum USDA 110,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
246,3-hydroxybutyryl-CoA dehydrogenase,Bradyrhizobium sp. BTAi1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
247,3-hydroxybutyryl-CoA dehydrogenase,Clostridium botulinum D str. 1873,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
248,3-hydroxybutyryl-CoA dehydrogenase,Dokdonia donghaensis MED134,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
249,3-hydroxybutyryl-CoA dehydrogenase,Maribacter sp. HTCC2170,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
250,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Caulobacter crescentus CB15,3,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
251,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Erythrobacter litoralis HTCC2594,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
252,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Vibrio cholerae O1 biovar El Tor str. N16961,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
253,3-hydroxydecanoyl-ACP dehydratase,Neptuniibacter caesariensis,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
254,3-hydroxyisobutyrate dehydrogenase,Candidatus Pelagibacter sp. HTCC7211,30,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
255,3-hydroxyisobutyrate dehydrogenase,Marinomonas sp. MWYL1,2,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
256,3-hydroxyisobutyrate dehydrogenase,Pseudoalteromonas atlantica T6c,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
257,3-hydroxyisobutyrate dehydrogenase,Pseudomonas aeruginosa PAO1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
258,3-hydroxyisobutyrate dehydrogenase family protein,Ruegeria pomeroyi DSS-3,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
259,3-hydroxyisobutyrate dehydrogenase precursor,Rattus norvegicus,1,Chordata,Mammalia,Rodentia,Muridae
260,3-isopropylmalate dehydratas,Flavobacterium johnsoniae UW101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
261,3-isopropylmalate dehydratas,Hoeflea phototrophica DFL-43,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
262,3-isopropylmalate dehydratas,Marivirga tractuosa DSM 4126,1,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
263,3-isopropylmalate dehydratas,Paenibacillus sp. Y412MC10,1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
264,3-isopropylmalate dehydratas,Rhodobacteraceae bacterium HTCC2083,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
265,3-isopropylmalate dehydratase large subunit,Bacillus selenitireducens MLS10,1,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae
266,3-isopropylmalate dehydratase large subunit,Xylanimonas cellulosilytica DSM 15894,1,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae
267,3-isopropylmalate dehydratase small subunit,Brevibacterium mcbrellneri ATCC 49030,1,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
268,3-isopropylmalate dehydratase small subunit,Candidatus Puniceispirillum marinum IMCC1322,1,Proteobacteria,Alphaproteobacteria,,
269,3-isopropylmalate dehydratase small subunit,Congregibacter litoralis KT71,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
270,3-isopropylmalate dehydratase small subunit,Gramella forsetii KT0803,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
271,3-isopropylmalate dehydratase small subunit,Truepera radiovictrix DSM 17093,3,,Deinococci,Deinococcales,Trueperaceae
272,3-isopropylmalate dehydrogenas,Arabidopsis thaliana,2,Streptophyta,,Brassicales,Brassicaceae
273,3-isopropylmalate dehydrogenase,Geobacter bemidjiensis Bem,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
274,3-isopropylmalate dehydrogenase,Oceanicola batsensis HTCC2597,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
275,3-isopropylmalate dehydrogenase,Shigella sonnei Ss046,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
276,3-isopropylmalate dehydrogenase,Streptomyces avermitilis MA-4680,3,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
277,3-isopropylmalate dehydrogenase oxidoreductase protein,Rhizobium etli IE4771,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
278,3-ketoacyl-(acyl-carrier-protein) reductase,Dinoroseobacter shibae DFL 12,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
279,3-ketoacyl-(acyl-carrier-protein) reductase,Enterobacter sp. 638,2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
280,3-ketoacyl-(acyl-carrier-protein) reductase,Pseudomonas syringae pv. syringae FF5,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
281,3-ketoacyl-CoA thiolase,Campylobacterales bacterium GD 1,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
282,3-ketoacyl-CoA thiolase,Halobacterium sp. NRC-1,1,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae
283,3-mercaptopyruvate sulfurtransferase,Rhodopseudomonas palustris BisA53,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
284,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),Hirschia baltica ATCC 49814,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
285,3-methyl-2-oxobutanoate hydroxymethyltransferase,Campylobacter curvus 525.92,2,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
286,3-methyl-2-oxobutanoate hydroxymethyltransferase,Caulobacter crescentus CB15,1,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
287,3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium johnsoniae UW101,6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
288,3-methyl-2-oxobutanoate hydroxymethyltransferase,Marinobacter aquaeolei VT8,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
289,3-methyl-2-oxobutanoate hydroxymethyltransferase,Rhizobium leguminosarum bv. trifolii WSM2304,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
290,3-methyl-2-oxobutanoate hydroxymethyltransferase,Rhodopseudomonas palustris HaA2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
291,3-methyl-2-oxobutanoate hydroxymethyltransferase,Shewanella amazonensis SB2B,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
292,3-methyl-2-oxobutanoate hydroxymethyltransferase,Thermobifida fusca YX,1,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
293,3-methyl-2-oxobutanoatehydroxymethyltransferase,Gordonia bronchialis DSM 43247,1,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae
294,3-methyl-adenine DNA glycosylase I,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
295,3-methylcrotonyl-CoA carboxylase,Chlamydomonas reinhardtii,1,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae
296,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Alcanivorax borkumensis SK2,2,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
297,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Cronobacter sakazakii ATCC BAA-894,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
298,3-octaprenyl-4-hydroxybenzoate carboxy-lyase family protein,Desulfovibrio desulfuricans subsp. desulfuricans str. G20,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
299,3-octaprenyl-4-hydroxybenzoate decarboxylase,Erwinia tasmaniensis Et1/99,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae
300,3-octaprenyl-4-hydroxybenzoate decarboxylase,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
301,3-oxoacid CoA-transferas,Xanthobacter autotrophicus Py2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
302,3-oxoacid CoA-transferase subunit A,Robiginitalea biformata HTCC2501,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
303,3-oxoacyl-(acyl carrier protein) synthase,Plesiocystis pacifica SIR-1,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae
304,3-oxoacyl-(acyl carrier protein) synthase II,Jannaschia sp. CCS1,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
305,3-oxoacyl-(acyl carrier protein) synthase II,Salmonella enterica subsp. enterica serovar Typhi str. CT18,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
306,3-oxoacyl-(acyl carrier protein) synthase III,Bacillus clausii KSM-K16,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
307,3-oxoacyl-(acyl carrier protein) synthase III,Chlorobium phaeovibrioides DSM 265,1,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
308,3-oxoacyl-(acyl carrier protein) synthase III,Methylobacillus flagellatus KT,1,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
309,3-oxoacyl-(acyl carrier protein) synthase III,Pseudomonas fluorescens SBW25,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
310,3-oxoacyl-(acyl-carrier protein) reductase,Maritimibacter alkaliphilus HTCC2654,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
311,3-oxoacyl-(acyl-carrier-protein) reductase,Chlorobium luteolum DSM 273,1,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
312,3-oxoacyl-(acyl-carrier-protein) reductase FabG1,Butyrivibrio proteoclasticus B316,1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
313,3-oxoacyl-(acyl-carrier-protein) synthase,Loktanella vestfoldensis SKA53,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
314,3-oxoacyl-(acyl-carrier-protein) synthase 1,alpha proteobacterium HIMB114,38,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
315,3-oxoacyl-(acyl-carrier-protein) synthase I,gamma proteobacterium NOR51-B,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
316,3-oxoacyl-(acyl-carrier-protein) synthase II,Pseudomonas syringae pv. tomato str. DC3000,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
317,3-oxoacyl-(acyl-carrier-protein) synthase III,Flavobacteria bacterium MS024-3C,3,Bacteroidetes,Flavobacteriia,,
318,3-oxoacyl-(acyl-carrier-protein) synthase III,Methylophaga thiooxidans DMS010,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
319,3-oxoacyl-(acyl-carrier-protein) synthase III,Nostoc punctiforme PCC 73102,1,Cyanobacteria,,Nostocales,Nostocaceae
320,3-oxoacyl-(acyl-carrier-protein) synthase III,Pedobacter heparinus DSM 2366,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
321,3-oxoacyl-(acyl-carrier-protein) synthase III,Roseobacter sp. MED193,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
322,3-oxoacyl-(acyl-carrier-protein) synthase III,Ruegeria sp. R11,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
323,3-oxoacyl-[acyl-carrier-protein,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
324,3-oxoacyl-[acyl-carrier-protein,Blastopirellula marina DSM 3645,3,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
325,3-oxoacyl-[acyl-carrier-protein,Brevibacterium mcbrellneri ATCC 49030,2,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
326,3-oxoacyl-[acyl-carrier-protein,Chromohalobacter salexigens DSM 3043,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
327,3-oxoacyl-[acyl-carrier-protein,Dechloromonas aromatica RCB,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
328,3-oxoacyl-[acyl-carrier-protein,Fusobacterium nucleatum subsp. nucleatum ATCC 23726,1,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
329,3-oxoacyl-[acyl-carrier-protein,Methylobacterium extorquens DM4,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
